file_name,file_type,file_size,text_length,num_pages,source_system,extracted_text,document_type
SIGIR_2022_submission_546755.tex,tex,3,5070,5,google_drive,"Research note prepared for submission. It compares several methods using accuracy, macro F1, retrieval quality, latency, and robustness under noisy extraction conditions.",research_paper
ACL_2026_submission_905563.html,html,32,17709,11,email_attachment,Please review the attached document and confirm whether the extracted information matches the original source. Several fields may be incomplete because the file was converted from a scanned copy.,research_paper
client_AcmeCorp_186186_signed.docx,docx,213,17264,12,email_attachment,"Monthly performance summary prepared by Legal. Includes source data notes, metric definitions, trend observations, variance explanations, and proposed next steps. ... [extraction truncated]",report
Sales_attachment_2024_539578.docx,docx,1031,3529,18,finance_portal,"This file was uploaded as part of the monthly data collection process. It contains business records, notes, attachments, and operational context used by downstream analytics and reporting modules.",financial_statement
client_GreenfieldMFG_876378_draft.docx,docx,852,3981,6,intranet_cms,"Internal guideline for vendor risk. Defines purpose, scope, responsibilities, approval steps, exceptions, audit evidence, and review cycle.",policy_document
DoanAnhKhoa_SoftwareEngineer_CV.txt,txt,1,1069,1,google_drive,"This file was uploaded as part of the monthly data collection process. It contains business records, notes, attachments, and operational context used by downstream analytics and reporting modules.",resume
client_BrightlineGroup_211695_draft.pdf,pdf,6897,35408,32,streamlit_upload,"Quarterly financial review. Tables show revenue by business unit, cost of sales, payroll expense, inventory movement, bank balance, outstanding receivables, and management adjustments.",financial_statement
Strategy_DocumentAI_guideline_v5.docx,docx,552,21796,22,api_ingestion,"Prepared for internal review. The attached information summarizes key records, responsible owners, dates, comments, and follow-up actions.  ... [extraction truncated]",policy_document
Hoang_VendorRisk_draft_v2.pdf,pdf,790,6005,6,sharepoint,"Technical manuscript about CustomerAnalytics. The document describes motivation, related work, dataset construction, method design, experiments, results, limitations, and future work.",research_paper
AsterFoods_Research_records_2021_10.xlsx,xlsx,434,1043,2,erp_export,"Billing document received for processing. The first page contains recipient information, reference number, service period, payment instructions, and bank details. Some line items were extracted from a scanned table.",invoice
Finance_attachment_2025_284122.pdf,pdf,1160,6110,6,academic_repository,"Research note prepared for submission. It compares several methods using accuracy, macro F1, retrieval quality, latency, and robustness under noisy extraction conditions.",research_paper
AcmeCorp_trial_balance_2023_10.xlsx,xlsx,1574,5876,8,email_attachment,"Accounting workbook extracted from ERP. Sheets include trial balance, profit and loss, balance sheet, cash flow, tax adjustments, depreciation, accruals, and reconciliation comments.",financial_statement
Security_technical_note_2021.pdf,pdf,381,5312,5,streamlit_upload,"Document received through automated ingestion. The content includes names, dates, numeric values, approval notes, and references to supporting materials. Some pages contain scanned tables and handwritten annotations.",research_paper
LotusAnalytics_Sales_records_2023_10.xlsx,xlsx,6306,45034,62,sharepoint,"Quarterly financial review. Tables show revenue by business unit, cost of sales, payroll expense, inventory movement, bank balance, outstanding receivables, and management adjustments.",financial_statement
upload_202110_574660.xlsx,xlsx,1784,6568,13,api_ingestion,"Monthly performance summary prepared by IT. Includes source data notes, metric definitions, trend observations, variance exp ... [extraction truncated]",report
NovaTech_trial_balance_2026_07.xlsx,xlsx,509,3738,4,finance_portal,"GreenfieldMFG finance close package. Revenue 6,314,516.87, operating expenses 4,581,539.41, assets, liabilities, cash movement, receivables, payables, and equity balances are included with notes.",financial_statement
NovaTech_payment_request_202311.pdf,pdf,614,1435,2,erp_export,"Document received through automated ingestion. The content includes names, dates, numeric values, approval notes, and references to supporting materials. Some pages contain scanned tables and handwritten annotations.",invoice
Applicant_NguyenVanAn_round4.txt,txt,1,1172,1,api_ingestion,"Recruiting attachment from HR workflow. Contains employment history, academic background, project descriptions, achievements, tools used, expected role, and availability information.",resume
Procurement_attachment_2022_391710.pdf,pdf,438,1313,2,google_drive,"[OCR low confidence] Rcrutng ttchmnt from HR workflow. Cntans mployment histry, academic background, project descriptions, achievements, tools used, expected role, and availability information.",resume
WarehouseOps_dashboard_export_202504.xlsx,xlsx,3599,5815,18,powerbi_export,"Business review pack. Contains charts, operational notes, customer segment analysis, revenue movement, issue summary, recommendations, and follow-up actions for leadership review.",report
Strategy_RetailForecasting_202402.txt,txt,6,8312,9,email_attachment,"Study draft. sect1ons include introduction, problem setting, baseline models, evaluation protocol, ablation analysis, error cases, discussion, references, and appendix tables.",research_paper
HR_attachment_2021_318916.xlsx,xlsx,1556,2438,8,email_attachment,"Quarterly financial review. Tables show revenue by business unit, cost of sales, payroll expense, inventory movement, bank balance, outstanding receivables, and management adjustments.",financial_statement
DataNest_trial_balance_2024_04.pdf,pdf,492,2032,3,excel_upload,Please review the attached document and confirm whether the extracted information matches the original source. Several fields may be incomplete because the file was converted from a scanned copy.,financial_statement
Ops_attachment_2024_597483.pdf,pdf,423,486,2,google_drive,"Supplier record from ShopeeAds for DataNest. Payment reference 97219. Items include software service, delivery, license renewal, or office equipment. Net 9,205.01, tax 460.25, amount payable 9,665.26. Payment status and approval notes are included.",invoice
MekongRetail_PacificDigital_service_docs_2023.pdf,pdf,1921,5340,16,google_drive,"Legal review copy. Sections include scope, obligations, payment schedule, ownership of work products, privacy requirements, support terms, warranties, change requests, and signature blocks.",contract
Product_attachment_2021_290768.pdf,pdf,2561,12219,10,api_ingestion,"Technical manuscript about OCRPostCorrection. The document describes motivation, related work, dataset construction, method design, experiments, results, limitations, and future work.",research_paper
Procurement_SOP_202311.docx,docx,1148,3229,8,sharepoint,"Internal guideline for vendor risk. Defines purpose, scope, responsibilities, approval steps, exceptions, audit evidence, and review cycle.",policy_document
CustomerSuccess_attachment_2023_388613.jpg,jpg,3869,736,2,vendor_portal,"Accounts payable entry. Vendor HP. PO number 493905. The table lists item description, quantity, unit cost, currency, tax code, approver, due date, and payment remarks.",invoice
LeThuHa_DataAnalyst_CV.docx,docx,23,732,1,email_attachment,"Recruiting attachment from HR workflow. Contains employment history, academic background, project descriptions, achievements, tools used, expected role, and availability information.",resume
OCRPostCorrection_technical_note_2025.pdf,pdf,740,5087,4,sharepoint,"Technical manuscript about OCRPostCorrection. The document describes motivation, related work, dataset construction, method design, experiments, results, limitations, and future work.",research_paper
InternalAudit_dashboard_export_202409.docx,docx,209,1063,2,google_drive,"Document received through automated ingestion. The content includes names, dates, numeric values, approval notes, and references to supporting materials. Some pages contain scanned tables and handwritten annotations.",report
Finance_VertexCapital_consolidated_2026.xlsx,xlsx,288,1401,5,api_ingestion,"Accounting workbook extracted from ERP. Sheets include trial balance, profit and loss, balance sheet, cash flow, tax adjustments, depreciation, accruals, and reconciliation comments.",financial_statement
OCRPostCorrection_preprint_v3_2025.pdf,pdf,1676,15734,13,sharepoint,"Technical manuscript about ComputerVision. The document describes motivation, related work, dataset construction, method design, experiments, results, limitations, and future work.",research_paper
Finance_attachment_2026_882094.pdf,pdf,827,7846,8,sharepoint,"Study draft. Sections include introduction, problem setting, baseline models, evaluation protocol, ablation analysis, error cases, discussion, references, and appendix tables.",research_paper
client_LotusAnalytics_370038_review.pdf,pdf,137,388,1,ocr_scanner,"Prepared for internal review. The attached information summarizes key records, responsible owners, dates, comments, and follow-up actions. Some tables may require manual validation before being loaded into the data platform.",invoice
CustomerChurn_review_pack_v3.pdf,pdf,989,4236,9,sharepoint,"Vendor onboarding document. Contains commercial terms, service levels, approval workflow, contact points, and conditions for cancellation or extension. Several clauses refer to appendices and supporting schedules.",contract
TranBaoNgoc_DataEngineer_CV.docx,docx,344,2491,3,google_drive,"Document received through automated ingestion. The content includes names, dates, numeric values, approval notes, and references to supporting materials. Some pages contain scanned tables and handwritten annotations.",resume
InternalControl_Forecasting_2026.docx,docx,863,5014,8,email_attachment,"Company control standard. Applies to employees, contractors, systems, records, and third-party services. Includes review frequency, owner, effective date, and change history.",policy_document
SalesDashboard_review_pack_v3.tex,tex,14,11684,7,email_attachment,"Research note prepared for submission. It compares several methods using accuracy, macro F1, retrieval quality, latency, and robustness under noisy extraction conditions.",research_paper
AsterFoods_CloudNine_MSA_2026_signed.pdf,pdf,1553,5551,10,sharepoint,"Vendor onboarding document. Contains commercial terms, service levels, approval workflow, contact points, and conditions for cancellation or extension. Several clauses refer to appendices and supporting schedules.",contract
client_AcmeCorp_992333_draft.pdf,pdf,465,2831,2,google_drive,"VoNgocMai. Candidate profile for DataEngineer. Contact information, summary, work history, education, technical skills, projects, certifications, and references are listed.",resume
IT_attachment_2024_362854.pdf,pdf,997,2096,4,streamlit_upload,"Legal review copy. Sections include scope, obligations, payment schedule, ownership of work products, privacy requirements, support terms, warranties, change requests, and signature blocks.",contract
VoThanhDat_QAEngineer_CV.pdf,pdf,213,598,1,ocr_scanner,"Recruiting attachment from HR workflow. Contains employment history, academic background, project descriptions, achievements, tools used, expected role, and availability information.",resume
Finance_SalesDashboard_202305.pdf,pdf,11351,46150,37,email_attachment,Please review the attached document and confirm whether the extracted information matches the original source. Several fields may be incomplete because the file was converted from a scanned copy.,report
CustomerChurn_review_pack_v3.docx,docx,182,753,1,api_ingestion,"Recruiting attachment from HR workflow. Contains employment history, academic background, project descriptions, achievements, tools used, expected role, and availability information.",resume
Legal_OrchidHealth_draft_202602.pdf,pdf,1019,2353,6,api_ingestion,"Legal review copy. Sections include scope, obligations, payment schedule, ownership of work products, privacy requirements, support terms, warranties, change requests, and signature blocks.",contract
CustomerSuccess_SOP_202308.pdf,pdf,1743,10855,7,email_attachment,"Operating procedure maintained by Admin. The document describes required controls, roles, escalation path, documentation standards, training expectations, and consequences for non-compliance.",policy_document
Security_procedure_2024_approved.txt,txt,2,3972,6,email_attachment,"Document received through automated ingestion. The content includes names, dates, numeric values, approval notes, and references to supporting materials. Some pages contain scanned tables and handwritten annotations.",policy_document
SalesDashboard_review_pack_v3.docx,docx,106,1157,2,sharepoint,"Recruiting attachment from HR workflow. Contains employment history, academic background, project descriptions, achievements, tools used, expected role, and availability information.",resume
EastBridge_FY2022_Q4_financials.xlsx,xlsx,3818,32937,53,sharepoint,"[OCR low confidence] BrightlneGroup financ clse package. Revenue 5,491,857.59, operating expenses 2,284,054.90, assets, liabilities, cash movement, receivables, payables, and equity balances are included with notes.",financial_statement
AcmeCorp_FY2021_Q3_financials.docx,docx,479,9919,13,erp_export,"Quarterly financial review. Tables show revenue by business unit, cost of sales, payroll expense, inventory movement, bank balance, outstanding receivables, and management adjustments.",financial_statement
HuynhQuocSang_HRIntern_2021_application.pdf,pdf,278,1968,2,google_drive,"Applicant document. Experience includes data cleaning, dashboard preparation, API integration, documentation, stakeholder communication, and team collaboration. Skills include Python, SQL, Excel, Git, and reporting tools.",resume
Compliance_WarehouseOps_202508.pdf,pdf,1487,4043,7,preprint_server,"Research note prepared for submission. It compares several methods using accuracy, macro F1, retrieval quality, latency, and robustness under noisy extraction conditions.",research_paper
upload_202507_381673.pdf,pdf,1185,3964,7,legal_dms,"Vendor onboarding document. Contains commercial terms, service levels, approval workflow, contact points, and conditions for cancellation or extension. Several clauses refer to appendices and supporting schedules.",contract
Strategy_attachment_2024_960859.pdf,pdf,785,25861,21,sharepoint,"Legal review copy. Sections include scope, obligations, payment schedule, ownership of work products, privacy requirements, support terms, warranties, change requests, and signature blocks.",contract
Product_RiskMonitoring_202610.pptx,pptx,23310,40873,28,powerbi_export,"Business review pack. Contains charts, operational notes, customer segment analysis, revenue movement, issue summary, recommendations, and follow-up actions for leadership review.",report
InternalAudit_review_pack_v2.pdf,pdf,6341,22056,28,excel_upload,"Quarterly financial review. Tables show revenue by business unit, cost of sales, payroll expense, inventory movement, bank balance, outstanding receivables, and management adjustments.",financial_statement
Research_attachment_2024_527533.docx,docx,439,3345,6,sharepoint,"Monthly performance summary prepared by Admin. Includes source data notes, metric definitions, trend observations, varia ... [extraction truncated]",report
Accountant_VuThanhLam_profile.pdf,pdf,446,1577,2,google_drive,"Recruiting attachment from HR workflow. Contains employment history, academic background, project descriptions, achievements, tools used, expected role, and availability information.",resume
client_NovaTech_282952_final.pdf,pdf,1000,3813,5,sharepoint,"Monthly performance summary prepared by CustomerSuccess. Includes source data notes, metric definitions, trend observations, variance explanations, and proposed next steps.",report
DataNest_business_update_Q1_2023.pdf,pdf,371,1090,2,api_ingestion,"RetailForecasting update for CloudNine. The file summarizes current progress, KPI movement, risks, blockers, action items, owners, and next review date. Tables compare this period with the previous baseline.",report
HR_metrics_pack_202101.pdf,pdf,1059,4082,9,ocr_scanner,"Business review pack. Contains charts, operational notes, customer segment analysis, revenue movement, issue summary, recommendations, and follow-up actions for leadership review.",report
LotusAnalytics_monthly_close_202507.pdf,pdf,3885,15839,15,finance_portal,"Accounting workbook extracted from ERP. Sheets include trial balance, profit and loss, balance sheet, cash flow, tax adjustments, depreciation, accruals, and reconciliation comments.",financial_statement
RetailForecasting_vendor_terms_2021_v4.docx,docx,442,7219,6,legal_dms,"Document between CloudNine and NovaTech. It defines service scope, responsibilities, milestones, fees, renewal process, confidentiality, data handling, liability limits, termination, and dispute handling.",contract
Legal_metrics_pack_202509.pdf,pdf,1156,7780,13,google_drive,"Monthly performance summary prepared by Engineering. Includes source data notes, metric definitions, trend observations, variance explanations, and proposed next steps.",report
client_BrightlineGroup_407343_draft.html,html,5,8999,13,sharepoint,"DataPlatform update for AcmeCorp. The file summarizes current progress, KPI movement, risks, blockers, action items, owners, and next review date. Tables compare this period with the previous baseline.",report
Applicant_DangTuanMinh_round3.docx,docx,154,2447,2,sharepoint,"Applicant document. Experience includes data cleaning, dashboard preparation, API integration, documentation, stakeholder communication, and team collaboration. Skills include Python, SQL, Excel, Git, and reporting tools.",resume
MobileApp_Q3_2022_review.xlsx,xlsx,2374,8060,10,powerbi_export,"Business review pack. Contains charts, operational notes, customer segment analysis, revenue movement, issue summary, recommendations, and follow-up actions for leadership review.",report
Strategy_CRMUpgrade_202412.txt,txt,2,4559,8,google_drive,"Prepared for internal review. The attached information summarizes key records, responsible owners, dates, comments, and follow-up actions. Some tables may require manual validation before being loaded into the data platform.",research_paper
upload_202404_842758.txt,txt,3,2152,5,sharepoint,"Business review pack. Contains charts, operational notes, customer segment analysis, revenue movement, issue summary, recommendations, and follow-up actions for leadership review.",report
InternalAudit_review_pack_v5.pdf,pdf,132,860,1,streamlit_upload,"HuynhQuocSang. Candidate profile for HRIntern. Contact information, summary, work history, education, technical skills, projects, certifications, and references are listed.",resume
Admin_attachment_2024_324586.pdf,pdf,570,3089,6,google_drive,"Technical manuscript about OCRPostCorrection. The document describes motivation, related work, dataset construction, method design, experiments, results, limitations, and future work.",research_paper
BlueHarbor_HR_records_2022_06.xlsx,xlsx,1032,6957,9,api_ingestion,"Document received through automated ingestion. The content includes names, dates, numeric values, approval notes, and references to supporting materials. Some pages contain scanned tables and handwritten annotations.",report
VertexCapital_FY2022_Q2_financials.csv,csv,12,8034,16,streamlit_upload,"BrightlineGroup finance close package. Revenue 7,081,331.63, operating expenses 3,032,768.70, assets, liabilities, cash movement, receivables, payables, and equity balances are included with notes.",financial_statement
Compliance_attachment_2025_719945.txt,txt,1,1594,2,streamlit_upload,"Recruiting attachment from HR workflow. Contains employment history, academic background, project descriptions, achievements, tools used, expected role, and availability information.",resume
Product_DataRetention_guideline_v6.docx,docx,735,23933,20,api_ingestion,"Operating procedure maintained by Engineering. The document describes required controls, roles, escalation path, documentation standards, training expectations, and consequences for non-compliance.",policy_document
AsterFoods_business_update_Q4_2024.pdf,pdf,1520,2913,5,email_attachment,"MobileApp update for CloudNine. The file summarizes current progress, KPI movement, risks, blockers, action items, owners, and next review date. Tables compare this period with the previous baseline.",report
InternalControl_DataRetention_2026.pdf,pdf,1700,10460,6,email_attachment,"Operating procedure maintained by Procurement. The document describes required controls, roles, escalation path, documentation standards, training expectations, and consequences for non-compliance.",policy_document
LotusAnalytics_Admin_records_2026_04.xlsx,xlsx,2004,6269,7,google_drive,"This file was uploaded as part of the monthly data collection process. It contains business records, notes, attachments, and operational context used by downstream analytics and reporting modules.",financial_statement
upload_202606_148496.xlsx,xlsx,943,13597,23,ocr_scanner,"Accounting workbook extracted from ERP. Sheets include trial balance, profit and loss, balance sheet, cash flow, tax adjustments, depreciation, accruals, and reconciliation comments.",financial_statement
DangTuanMinh_Accountant_CV.docx,docx,137,1144,1,api_ingestion,"Recruiting attachment from HR workflow. Contains employment history, academic background, project descriptions, achievements, tools used, expected role, and availability information.",resume
client_CloudNine_586256_review.pdf,pdf,612,4551,7,streamlit_upload,"Company control standard. Applies to employees, contractors, systems, records, and third-party services. Includes review frequency, owner, effective date, and ... [extraction truncated]",policy_document
WarehouseOps_review_pack_v6.docx,docx,501,4891,10,email_attachment,"[OCR low confidence] MarketExpansin pdt for BrghtlneGroup. The file summarizes current progress, KPI movement, risks, blockers, action items, owners, and next review date. Tables compare this period with the previous baseline.",report
Ops_attachment_2025_215283.docx,docx,106,888,1,hr_portal,"Applicant document. Experience includes data cleaning, dashboard preparation, API integration, documentation, stakeholder communication, and team collaboration. Skills include Python, SQL, Excel, Git, and reporting tools.",resume
DataNest_BrightlineGroup_service_docs_2024.pdf,pdf,1298,2306,6,legal_dms,"Document between SummitLogistics and EastBridge. It defines service scope, responsibilities, milestones, fees, renewal process, confidentiality, data handling, liability limits, termination, and dispute handling.",contract
upload_202407_66847.pdf,pdf,135,3363,3,ocr_scanner,"Recruiting attachment from HR workflow. Contains employment history, academic background, project descriptions, achievements, tools used, expected role, and availability information.",resume
PacificDigital_payment_request_202305.docx,docx,60,240,1,api_ingestion,"This file was uploaded as part of the monthly data collection process. It contains business records, notes, attachments, and operational context used by downstream analytics and reporting modules.",invoice
Compliance_attachment_2025_126022.xlsx,xlsx,5618,32247,26,email_attachment,"EastBridge finance close package. Revenue 5,380,431.28, operating expenses 1,141,479.41, assets, liabilities, cash movement, receivables, payables, and equity balances are included with notes.",financial_statement
CustomerSuccess_InternalAudit_202212.xlsx,xlsx,1160,2510,5,api_ingestion,"Prepared for internal review. The attached information summarizes key records, responsible owners, dates, comments, and follow-up actions. Some tables may require manual validation before being loaded into the data platform.",financial_statement
VertexCapital_Finance_records_2024_11.pdf,pdf,506,4647,8,ocr_scanner,"Document between OrchidHealth and RiverstoneLabs. It defines service scope, responsibilities, milestones, fees, renewal process, confidentiality, data handling, liability limits, termination, and dispute handling.",contract
Sales_VendorMigration_202601.docx,docx,400,8422,8,sharepoint,"Company control standard. Applies to employees, contractors, systems, records, and third-party services. Includes review frequency, owner, effective date, and change history.",policy_document
SummitLogistics_GreenfieldMFG_service_docs_2024.docx,docx,640,14737,16,ocr_scanner,"Legal review copy. Sections include scope, obligations, payment schedule, ownership of work products, privacy requirements, support terms, warranties, change requests, and signature blocks.",contract
Research_RetailForecasting_202607.pdf,pdf,1763,6158,16,powerbi_export,"Monthly performance summary prepared by IT. Includes source data notes, metric definitions, trend observations, variance explanations, and proposed next steps.",report
upload_202404_123412.pdf,pdf,717,3024,4,streamlit_upload,"Legal review copy. Sections include scope, obligations, payment schedule, ownership of work products, privacy requirements, support terms, warranties, change requests, and signature blocks.",contract
CRMUpgrade_review_pack_v4.pdf,pdf,1591,5096,11,google_drive,"Legal review copy. Sections include scope, obligations, payment schedule, ownership of work products, privacy requirements, support terms, warranties, change requests, and signature  ... [extraction truncated]",contract
DataRetention_procedure_2023_draft.docx,docx,781,14144,11,api_ingestion,Please review the attached document and confirm whether the extracted information matches the original source. Several fields may be incomplete because the file was converted from a scanned copy.,policy_document
upload_202302_712373.txt,txt,6,3711,9,google_drive,"Internal guideline for remote work. Defines purpose, scope, responsibilities, approval steps, exceptions, audit evidence, and review cycle.",policy_document
Finance_RiverstoneLabs_consolidated_2022.pdf,pdf,4362,16303,21,google_drive,"[OCR low confidence] Qurterly finncial rview. Tables show revenue by business unit, cost of sales, payroll expense, inventory movement, bank balance, outstanding receivables, and management adjustments.",financial_statement
PacificDigital_business_update_Q2_2023.pdf,pdf,1177,14731,16,email_attachment,"Prepared for internal review. The attached information summarizes key records, responsible owners, dates, comments, and follow-up actions. Some tables may require manual validation before being loaded into the data platform.",report
upload_202401_251750.xlsx,xlsx,5371,11034,26,streamlit_upload,"GreenfieldMFG finance close package. Revenue 6,604,717.10, operating expenses 1,886,115.72, assets, liabilities, cash movement, receivables, payables, and equity balances are included with notes.",financial_statement
client_MekongRetail_848728_review.pdf,pdf,186,514,2,api_ingestion,"Billing document received for processing. The first page contains recipient information, reference number, service period, payment instructions, and bank details. Some line items were extracted from a scanned table.",invoice
BlueHarbor_DataNest_MSA_2024_approved.pdf,pdf,1218,6798,9,google_drive,"Vendor onboarding document. Contains commercial terms, service levels, approval workflow, contact points, and conditions for cancellation or extension. Several clauses refer to appendices and supporting schedules.",contract
BusinessAnalyst_TranHoangNam_profile.pdf,pdf,355,1134,2,ats_upload,"Applicant document. Experience includes data cleaning, dashboard preparation, API integration, documentation, stakeholder communication, and team collaboration. Skills include Python, SQL, Excel, Git, and reporting tools.",resume
MekongRetail_monthly_close_202208.pdf,pdf,4399,9691,16,api_ingestion,"RiverstoneLabs finance close package. Revenue 3,478,008.82, operating expenses 1,377,468.19, assets, liabilities, cash movement, receivables, payables, and equity balances are included with notes.",financial_statement
IT_SalesDashboard_202206.docx,docx,138,3343,2,legal_dms,Please review the attached document and confirm whether the extracted information matches the original source. Several fields may be incomplete because the file was co ... [extraction truncated],contract
CustomerSuccess_DocumentAI_guideline_v5.txt,txt,3,4884,4,api_ingestion,"Operating procedure maintained by Compliance. The document describes required controls, roles, escalation path, documentation standards, training expectations, and consequences for non-compliance.",policy_document
SalesDashboard_review_pack_v6.pdf,pdf,1815,5626,10,api_ingestion,"Business review pack. Contains charts, operational notes, customer segment analysis, revenue movement, issue summary, recommendations, and follow-up actions for leadership review.",report
CloudNine_Finance_records_2024_04.pdf,pdf,629,3396,8,ocr_scanner,"Operating procedure maintained by Strategy. The document describes required controls, roles, escalation path, documentation standards, training expectations, and consequences for non-compliance.",policy_document
IT_attachment_2021_393432.pdf,pdf,495,12599,7,ocr_scanner,"Study draft. Sections include introduction, problem setting, baseline models, evaluation protocol, ablation analysis, error cases, discussion, references, and appendix tables.",research_paper
BlueHarbor_RiverstoneLabs_MSA_2026_approved.html,html,19,22587,23,email_attachment,"Legal review copy. Sections include scope, obligations, payment schedule, ownership of work products, privacy requirements, support terms, warranties, change re ... [extraction truncated]",contract
Forecasting_procedure_2025_pending.html,html,1,3052,6,intranet_cms,"Operating procedure maintained by Admin. The document describes required controls, roles, escalation path, documentation standards, training expectations, and consequences for non-compliance.",policy_document
Finance_RevenueOptimization_202206.pdf,pdf,1555,4320,9,email_attachment,"This file was uploaded as part of the monthly data collection process. It contains business records, notes, attachments, and operational context used by downstream analytics and reporting modules.",contract
OrchidHealth_Strategy_records_2022_02.docx,docx,744,4385,6,streamlit_upload,"Operating procedure maintained by Strategy. The document describes required controls, roles, escalation path, documentation standards, training expectations, and consequences for non-compliance.",policy_document
Engineering_attachment_2026_316037.xlsx,xlsx,1103,2826,5,sharepoint,"Business review pack. Contains charts, operational notes, customer segment analysis, revenue movement, issue summary, recommendations, and follow-up actions for leadership review.",report
upload_202202_903792.pdf,pdf,441,738,2,google_drive,Please review the attached document and confirm whether the extracted information matches the original source. Several fields may be incomplete because the file was converted from a scanned copy.,resume
client_PacificDigital_776388_final.png,png,326,414,2,erp_export,"Billing document received for processing. The first page contains recipient information, reference number, service period, payment instructions, and bank details. Some line items were extracted from a scanned table.",invoice
DocumentAI_procedure_2023_final.html,html,7,12944,16,google_drive,"This file was uploaded as part of the monthly data collection process. It contains business records, notes, attachments, and operational context used by downstream analytics and reporting modules.",policy_document
Dell_202409_Bill_66225.jpg,jpg,2334,1373,2,sharepoint,"[OCR low confidence] Bllng docment rcevd for processing. The first page contains recipient information, reference number, service period, payment instructions, and bank details. Some line items were extracted from a scanned table.",invoice
Vu_Forecasting_draft_v6.pdf,pdf,1770,9402,11,email_attachment,"Research note prepared for submission. It compares several methods using accuracy, macro F1, retrieval quality, latency, and robustness under noisy extraction conditions.",research_paper
Admin_InternalAudit_202108.docx,docx,303,3554,4,sharepoint,"Internal guideline for expense claims. Defines purpose, scope, responsibilities, approval steps, exceptions, audit evidence, and review cycle.",policy_document
Vu_DataRetention_draft_v4.pdf,pdf,2439,12659,10,api_ingestion,"[OCR low confidence] Prpred fr internl rvw. The attached information summarizes key records, responsible owners, dates, comments, and follow-up actions. Some tables may require manual validation before being loaded into the data platform.",research_paper
MobileApp_vendor_terms_2025_v3.pdf,pdf,1498,11846,13,sharepoint,"This file was uploaded as part of the monthly data collection process. It contains business records, notes, attachments, and operational context used by downstream analytics and reporting modules.",contract
Compliance_SOP_202205.txt,txt,4,5506,8,google_drive,"Internal guideline for incident response. Defines purpose, scope, responsibilities, approval steps, exceptions, audit ev ... [extraction truncated]",policy_document
NovaTech_Ops_records_2025_09.docx,docx,621,11967,17,sharepoint,Please review the attached document and confirm whether the extracted information matches the original source. Several fields may be incomplete because the file was converted from a scanned copy.,report
CustomerSuccess_metrics_pack_202602.pptx,pptx,7403,27144,34,sharepoint,"Business review pack. Contains charts, operational notes, customer segment analysis, revenue movement, issue summary, recommendations, and follow-up actions for leadership review.",report
AP_RiverstoneLabs_Microsoft_2025_02.xlsx,xlsx,96,292,1,google_drive,"Document received through automated ingestion. The content includes names, dates, numeric values, approval notes, and references to supporting materials. Some pages contain scanned tables and handwritten annotations.",invoice
CustomerSuccess_attachment_2025_244067.jpg,jpg,14570,12811,14,ocr_scanner,"Document between PacificDigital and GreenfieldMFG. It defines service scope, responsibilities, milestones, fees, renewal process, confidentiality, data handling, liability limits, termination, and dispute handling.",contract
Legal_RetailForecasting_202309.txt,txt,12,14588,9,streamlit_upload,"Research note prepared for submission. It compares several methods using accuracy, macro F1, retrieval quality, latency, and robustness under noisy extraction conditions.",research_paper
HoangQuynhChi_DataEngineer_2024_application.docx,docx,154,663,1,sharepoint,"Applicant document. Experience includes data cleaning, dashboard preparation, API integration, documentation, stakeholder communication, and team collaboration. Skills include Python, SQL, Excel, Git, and reporting tools.",resume
KDD_2024_submission_292130.pdf,pdf,800,10609,8,ocr_scanner,"[OCR low confidence] Resarch note prprd for submisson. It cmpares several methds sing accuracy, macro F1, retrieval quality, latency, and robustness under noisy extraction conditions.",research_paper
SalesDashboard_review_pack_v3.xlsx,xlsx,2030,2739,6,google_drive,"PacificDigital finance close package. Revenue 6,176,391.82, operating expenses 4,875,746.90, assets, liabilities, cash movement, receivables, payables, and equity balances are included with notes.",financial_statement
upload_202307_118691.xlsx,xlsx,415,1514,2,vendor_portal,"Accounts payable entry. Vendor DHL. PO number 834952. The table lists item description, quantity, unit cost, currency, tax code, approver, due date, and payment remarks.",invoice
Security_preprint_v4_2022.pdf,pdf,2007,19217,12,google_drive,"Technical manuscript about RAG. The document describes motivation, related work, dataset construction, method design, experiments, results, limitations, and future work.",research_paper
Forecasting_procedure_2025_draft.txt,txt,10,16551,31,sharepoint,"Document received through automated ingestion. The content includes names, dates, numeric values, approval notes, and references to supporting materials. Some pages contain scanned tables and handwritten annotations.",policy_document
CustomerSuccess_attachment_2025_740101.pdf,pdf,163,181,1,api_ingestion,"Billing document received for processing. The first page contains recipient information, reference number, service period, payment instructions, and bank details. Some line items were extracted from a scanned table.",invoice
HR_attachment_2022_254980.jpg,jpg,707,514,1,api_ingestion,"Supplier record from FPT for EastBridge. Payment reference 31506. Items include software service, delivery, license renewal, or office equipment. Net 10,084.38, tax 504.22, amount payable 10,588.60. Payment status and approval notes are included.",invoice
RiverstoneLabs_IT_records_2022_05.jpg,jpg,1517,338,2,erp_export,"Prepared for internal review. The attached information summarizes key records, responsible owners, dates, comments, and follow-up actions. Some tables may require manual validation before being loaded into the data platform.",invoice
SalesOperations_DangMinhTri_profile.pdf,pdf,181,699,1,sharepoint,"DoanAnhKhoa. Candidate profile for SalesOperations. Contact information, summary, work history, education, technical skills, projects, certifications, and references are listed.",resume
